Index,EmployerName,JobTitle,CaseStatus,NewChgEmp,WageInfo,DecisionDate,StartDate,WorkSite,MoreInfo,College,Citizenship
8,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR MANAGER,certified,No,184000.00/Year,2016-12-01,2016-12-07,"iselin,NJ",https://h1bsalary.online//extended_lca_data.php?LCADataID=73274,,
404,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,65500.00/Year,2016-12-01,2017-01-16,"minneapolis,MN",https://h1bsalary.online//extended_lca_data.php?LCADataID=73255,,
489,ERNST AMP; YOUNG US LLP,ASSURANCE STAFF,certified,Yes,51950.00/Year,2016-11-30,2016-11-23,"akron,OH",https://h1bsalary.online//extended_lca_data.php?LCADataID=72578,,
310,ERNST AMP; YOUNG US LLP,ADVISORY STAFF,certified,No,77000.00/Year,2016-11-30,2016-11-28,"chicago,IL",https://h1bsalary.online//extended_lca_data.php?LCADataID=72317,,
311,ERNST AMP; YOUNG US LLP,ADVISORY STAFF,certified,No,77000.00/Year,2016-11-30,2016-11-28,"carrollton,TX",https://h1bsalary.online//extended_lca_data.php?LCADataID=72532,,
239,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,Yes,92660.00/Year,2016-11-30,2016-11-23,"somerville,NJ",https://h1bsalary.online//extended_lca_data.php?LCADataID=72230,,
253,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,Yes,87035.00/Year,2016-11-30,2016-11-23,"portage,MI",https://h1bsalary.online//extended_lca_data.php?LCADataID=72796,,
221,ERNST AMP; YOUNG US LLP,ADVISORY MANAGER,certified,No,100000.00/Year,2016-11-22,2017-04-27,"boston,MA",https://h1bsalary.online//extended_lca_data.php?LCADataID=65154,,
222,ERNST AMP; YOUNG US LLP,ADVISORY MANAGER,certified,No,100000.00/Year,2016-11-22,2017-04-27,"philadelphia,PA",https://h1bsalary.online//extended_lca_data.php?LCADataID=65260,,
81,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,135450.00/Year,2016-11-22,2016-11-24,"alpharetta,GA",https://h1bsalary.online//extended_lca_data.php?LCADataID=65637,,
82,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,135200.00/Year,2016-11-22,2017-01-17,"atlanta,GA",https://h1bsalary.online//extended_lca_data.php?LCADataID=65544,,
83,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,135200.00/Year,2016-11-22,2017-01-17,"houston,TX",https://h1bsalary.online//extended_lca_data.php?LCADataID=63696,,
233,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,96800.00/Year,2016-11-21,2016-11-19,"los angeles,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=64392,,
234,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,96800.00/Year,2016-11-21,2016-11-19,"riverwoods,IL",https://h1bsalary.online//extended_lca_data.php?LCADataID=63522,,
276,ERNST AMP; YOUNG US LLP,TAX STAFF,certified,Yes,82425.00/Year,2016-11-21,2016-11-19,"stamford,CT",https://h1bsalary.online//extended_lca_data.php?LCADataID=63229,,
293,ERNST AMP; YOUNG US LLP,ADVISORY STAFF,certified,No,79200.00/Year,2016-11-21,2016-11-19,"atlanta,GA",https://h1bsalary.online//extended_lca_data.php?LCADataID=63560,,
294,ERNST AMP; YOUNG US LLP,ADVISORY STAFF,certified,No,79200.00/Year,2016-11-21,2016-11-19,"san francisco,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=63975,,
295,ERNST AMP; YOUNG US LLP,ADVISORY STAFF,certified,No,79200.00/Year,2016-11-21,2016-11-19,"secaucus,NJ",https://h1bsalary.online//extended_lca_data.php?LCADataID=64326,,
300,ERNST AMP; YOUNG US LLP,ADVISORY STAFF,certified,No,78480.00/Year,2016-11-21,2016-11-15,"o'fallon,MO",https://h1bsalary.online//extended_lca_data.php?LCADataID=63737,,
279,ERNST AMP; YOUNG US LLP,ADVISORY STAFF,certified,No,81000.00/Year,2016-11-14,2016-11-07,"houston,TX",https://h1bsalary.online//extended_lca_data.php?LCADataID=56421,,
280,ERNST AMP; YOUNG US LLP,ADVISORY STAFF,certified,No,81000.00/Year,2016-11-14,2016-11-07,"madison,NJ",https://h1bsalary.online//extended_lca_data.php?LCADataID=55825,,
129,ERNST AMP; YOUNG US LLP,ASSURANCE MANAGER,certified,Yes,124728.00/Year,2016-11-14,2016-11-07,"san diego,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=56282,,
115,ERNST AMP; YOUNG US LLP,ADVISORY MANAGER,certified,No,127186.00/Year,2016-11-14,2016-11-10,"secaucus,NJ",https://h1bsalary.online//extended_lca_data.php?LCADataID=55528,,
116,ERNST AMP; YOUNG US LLP,ADVISORY MANAGER,certified,No,127186.00/Year,2016-11-14,2016-11-10,"houston,TX",https://h1bsalary.online//extended_lca_data.php?LCADataID=56080,,
434,ERNST AMP; YOUNG US LLP,ADVISORY STAFF,certified,Yes,60500.00/Year,2016-11-08,2016-11-02,"knoxville,TN",https://h1bsalary.online//extended_lca_data.php?LCADataID=48188,,
432,ERNST AMP; YOUNG US LLP,ASSURANCE STAFF,certified,Yes,61150.00/Year,2016-11-08,2016-11-02,"silver spring,MD",https://h1bsalary.online//extended_lca_data.php?LCADataID=48504,,
416,ERNST AMP; YOUNG US LLP,ASSURANCE SENIOR,certified,No,64638.00/Year,2016-11-03,2016-10-31,"cherry hill,NJ",https://h1bsalary.online//extended_lca_data.php?LCADataID=48236,,
65,ERNST AMP; YOUNG US LLP,ADVISORY MANAGER,certified,No,140882.50/Year,2016-11-03,2016-11-01,"san francisco,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=47913,,
66,ERNST AMP; YOUNG US LLP,ADVISORY MANAGER,certified,No,140882.50/Year,2016-11-03,2016-11-01,"los angeles,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=48015,,
67,ERNST AMP; YOUNG US LLP,ADVISORY MANAGER,certified,No,140882.50/Year,2016-11-03,2016-11-01,"columbus,OH",https://h1bsalary.online//extended_lca_data.php?LCADataID=48820,,
2,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR MANAGER,certified,No,203500.00/Year,2016-11-03,2017-04-28,"houston,TX",https://h1bsalary.online//extended_lca_data.php?LCADataID=48104,,
3,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR MANAGER,certified,No,203500.00/Year,2016-11-03,2017-04-28,"secaucus,NJ",https://h1bsalary.online//extended_lca_data.php?LCADataID=48680,,
117,ERNST AMP; YOUNG US LLP,ADVISORY MANAGER,certified,Yes,126968.00/Year,2016-11-01,2016-10-31,"alpharetta,GA",https://h1bsalary.online//extended_lca_data.php?LCADataID=46366,,
110,ERNST AMP; YOUNG US LLP,ADVISORY MANAGER,certified,No,128287.00/Year,2016-11-01,2016-10-27,"boston,MA",https://h1bsalary.online//extended_lca_data.php?LCADataID=46393,,
111,ERNST AMP; YOUNG US LLP,ADVISORY MANAGER,certified,No,128287.00/Year,2016-11-01,2016-10-27,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=45945,,
112,ERNST AMP; YOUNG US LLP,ADVISORY MANAGER,certified,No,128287.00/Year,2016-11-01,2016-10-27,"charlotte,NC",https://h1bsalary.online//extended_lca_data.php?LCADataID=46188,,
163,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,Yes,112500.00/Year,2016-11-01,2016-10-26,"beaverton,OR",https://h1bsalary.online//extended_lca_data.php?LCADataID=415852,,
480,ERNST AMP; YOUNG US LLP,ASSURANCE STAFF,certified,No,54850.00/Year,2016-11-01,2016-11-01,"winston-salem,NC",https://h1bsalary.online//extended_lca_data.php?LCADataID=46260,,
227,ERNST AMP; YOUNG US LLP,ASSURANCE SENIOR,certified,No,97750.00/Year,2016-10-04,2016-09-28,"san francisco,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=21652,,
199,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,101600.00/Year,2016-10-04,2016-09-28,"houston,TX",https://h1bsalary.online//extended_lca_data.php?LCADataID=20978,,
200,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,101600.00/Year,2016-10-04,2016-09-28,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=20800,,
43,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,151700.00/Year,2016-10-04,2016-09-28,"atlanta,GA",https://h1bsalary.online//extended_lca_data.php?LCADataID=20786,,
44,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,151700.00/Year,2016-10-04,2016-09-28,"minneapolis,MN",https://h1bsalary.online//extended_lca_data.php?LCADataID=20934,,
45,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,151700.00/Year,2016-10-04,2016-09-28,"secaucus,NJ",https://h1bsalary.online//extended_lca_data.php?LCADataID=21503,,
64,ERNST AMP; YOUNG US LLP,ADVISORY MANAGER,certified,No,142975.00/Year,2016-09-28,2017-02-27,"wichita,KS",https://h1bsalary.online//extended_lca_data.php?LCADataID=612029,,
107,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,129550.00/Year,2016-09-26,2016-09-20,"secaucus,NJ",https://h1bsalary.online//extended_lca_data.php?LCADataID=462338,,
108,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,129550.00/Year,2016-09-26,2016-09-20,"east syracuse,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=462340,,
109,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,129550.00/Year,2016-09-26,2016-09-20,"atlanta,GA",https://h1bsalary.online//extended_lca_data.php?LCADataID=462345,,
137,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,120000.00/Year,2016-09-26,2016-09-20,"nashville,TN",https://h1bsalary.online//extended_lca_data.php?LCADataID=462293,,
138,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,120000.00/Year,2016-09-26,2016-09-20,"chicago,IL",https://h1bsalary.online//extended_lca_data.php?LCADataID=462318,,
179,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,109725.00/Year,2016-09-26,2017-01-10,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=612091,,
180,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,109725.00/Year,2016-09-26,2017-01-10,"los angeles,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=612149,,
420,ERNST AMP; YOUNG US LLP,ASSURANCE STAFF,certified,No,63950.00/Year,2016-09-26,2016-09-20,"redwood city,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=484057,,
418,ERNST AMP; YOUNG US LLP,ASSURANCE STAFF,certified,No,63950.00/Year,2016-09-23,2016-09-19,"menlo park,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=484044,,
419,ERNST AMP; YOUNG US LLP,ASSURANCE STAFF,certified,No,63950.00/Year,2016-09-23,2016-09-19,"sunnyvale,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=484046,,
223,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,100000.00/Year,2016-09-23,2017-02-19,"los angeles,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=462305,,
224,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,100000.00/Year,2016-09-23,2017-02-19,"columbus,OH",https://h1bsalary.online//extended_lca_data.php?LCADataID=462310,,
225,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,100000.00/Year,2016-09-23,2017-02-19,"san francisco,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=462298,,
139,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,120000.00/Year,2016-09-23,2016-09-26,"tampa,FL",https://h1bsalary.online//extended_lca_data.php?LCADataID=462319,,
53,ERNST AMP; YOUNG US LLP,TAX MANAGER,certified,No,149350.00/Year,2016-09-23,2016-10-01,"mclean,VA",https://h1bsalary.online//extended_lca_data.php?LCADataID=462304,,
130,ERNST AMP; YOUNG US LLP,ADVISORY MANAGER,certified,No,123375.00/Year,2016-09-19,2016-09-13,"bloomington,IL",https://h1bsalary.online//extended_lca_data.php?LCADataID=484528,,
90,ERNST AMP; YOUNG US LLP,TAX SENIOR,certified,No,133000.00/Year,2016-09-15,2016-09-12,"philadelphia,PA",https://h1bsalary.online//extended_lca_data.php?LCADataID=484509,,
91,ERNST AMP; YOUNG US LLP,TAX SENIOR,certified,No,133000.00/Year,2016-09-15,2016-09-12,"florham park,NJ",https://h1bsalary.online//extended_lca_data.php?LCADataID=484510,,
350,ERNST AMP; YOUNG US LLP,ADVISORY STAFF,certified,No,72000.00/Year,2016-09-06,2016-09-05,"mclean,VA",https://h1bsalary.online//extended_lca_data.php?LCADataID=607915,,
89,ERNST AMP; YOUNG US LLP,ADVISORY MANAGER,certified,No,133750.00/Year,2016-09-01,2016-09-01,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=461818,,
13,ERNST AMP; YOUNG US LLP,ADVISORY MANAGER,certified,No,176800.00/Year,2016-09-01,2017-02-18,"los angeles,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=607751,,
14,ERNST AMP; YOUNG US LLP,ADVISORY MANAGER,certified,No,176800.00/Year,2016-09-01,2017-02-18,"mclean,VA",https://h1bsalary.online//extended_lca_data.php?LCADataID=607807,,
15,ERNST AMP; YOUNG US LLP,ADVISORY MANAGER,certified,No,176800.00/Year,2016-09-01,2017-02-18,"alpharetta,GA",https://h1bsalary.online//extended_lca_data.php?LCADataID=607835,,
246,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,90000.00/Year,2016-09-01,2016-09-05,"mount holly,NC",https://h1bsalary.online//extended_lca_data.php?LCADataID=607834,,
262,ERNST AMP; YOUNG US LLP,ADVISORY STAFF,certified,No,85000.00/Year,2016-08-29,2016-08-23,"warwick,RI",https://h1bsalary.online//extended_lca_data.php?LCADataID=606927,,
263,ERNST AMP; YOUNG US LLP,ADVISORY STAFF,certified,No,85000.00/Year,2016-08-29,2016-08-23,"mclean,VA",https://h1bsalary.online//extended_lca_data.php?LCADataID=606944,,
49,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,150000.00/Year,2016-08-29,2016-08-25,"wellesley hills,MA",https://h1bsalary.online//extended_lca_data.php?LCADataID=927876,,
50,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,150000.00/Year,2016-08-29,2016-08-25,"charlotte,NC",https://h1bsalary.online//extended_lca_data.php?LCADataID=927877,,
51,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,150000.00/Year,2016-08-29,2016-08-25,"mclean,VA",https://h1bsalary.online//extended_lca_data.php?LCADataID=927879,,
75,ERNST AMP; YOUNG US LLP,ADVISORY MANAGER,certified,No,139750.00/Year,2016-08-29,2016-08-25,"goose creek,SC",https://h1bsalary.online//extended_lca_data.php?LCADataID=607126,,
76,ERNST AMP; YOUNG US LLP,ADVISORY MANAGER,certified,No,139750.00/Year,2016-08-29,2016-08-25,"houston,TX",https://h1bsalary.online//extended_lca_data.php?LCADataID=607100,,
94,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,132300.00/Year,2016-08-29,2016-08-31,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=607114,,
95,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,132300.00/Year,2016-08-29,2016-08-31,"charlotte,NC",https://h1bsalary.online//extended_lca_data.php?LCADataID=606997,,
96,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,132300.00/Year,2016-08-29,2016-08-31,"dallas,TX",https://h1bsalary.online//extended_lca_data.php?LCADataID=607026,,
85,ERNST AMP; YOUNG US LLP,TAX SENIOR,certified,No,135000.00/Year,2016-08-26,2016-08-22,"farmington,CT",https://h1bsalary.online//extended_lca_data.php?LCADataID=461659,,
78,ERNST AMP; YOUNG US LLP,ADVISORY MANAGER,certified,No,138521.00/Year,2016-08-26,2016-08-25,"oakdale,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=461648,,
73,ERNST AMP; YOUNG US LLP,ADVISORY MANAGER,certified,Yes,140000.00/Year,2016-08-26,2016-09-10,"los angeles,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=461645,,
287,ERNST AMP; YOUNG US LLP,TAX SENIOR,certified,No,80000.00/Year,2016-08-26,2016-08-22,"stamford,CT",https://h1bsalary.online//extended_lca_data.php?LCADataID=483608,,
349,ERNST AMP; YOUNG US LLP,ADVISORY STAFF,certified,No,72000.00/Year,2016-08-26,2016-08-22,"houston,TX",https://h1bsalary.online//extended_lca_data.php?LCADataID=606806,,
144,ERNST AMP; YOUNG US LLP,ADVISORY MANAGER,certified,Yes,119038.00-278500.00/Year,2016-08-22,2016-09-06,"los angeles,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=462907,,
145,ERNST AMP; YOUNG US LLP,ADVISORY MANAGER,certified,Yes,119038.00-278500.00/Year,2016-08-22,2016-09-06,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=462908,,
204,ERNST AMP; YOUNG US LLP,TAX MANAGER,certified,No,100000.00/Year,2016-08-12,2016-12-18,"san francisco,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=483398,,
201,ERNST AMP; YOUNG US LLP,TAX MANAGER,certified,No,101200.00/Year,2016-08-12,2016-10-01,"los angeles,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=483400,,
202,ERNST AMP; YOUNG US LLP,TRANSACTION ADVISORY SERVICES SENIOR,certified,No,100933.00/Year,2016-08-12,2016-11-27,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=461414,,
197,ERNST AMP; YOUNG US LLP,TAX MANAGER,certified,No,103500.00/Year,2016-08-12,2016-08-08,"eagle,ID",https://h1bsalary.online//extended_lca_data.php?LCADataID=483410,,
188,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,106000.00/Year,2016-08-12,2016-08-10,"cedar rapids,IA",https://h1bsalary.online//extended_lca_data.php?LCADataID=461412,,
92,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,132959.00/Year,2016-07-06,2016-09-28,"san francisco,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=927830,,
93,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,132959.00/Year,2016-07-06,2016-09-28,"boston,MA",https://h1bsalary.online//extended_lca_data.php?LCADataID=927832,,
4,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR MANAGER,certified,No,195300.00/Year,2016-07-06,2016-06-29,"irwindale,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=596058,,
5,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR MANAGER,certified,No,195300.00/Year,2016-07-06,2016-06-29,"chicago,IL",https://h1bsalary.online//extended_lca_data.php?LCADataID=596060,,
97,ERNST AMP; YOUNG US LLP,ASSURANCE SENIOR MANAGER,certified,No,131000.00/Year,2016-06-29,2016-11-25,"redwood city,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=482831,,
296,ERNST AMP; YOUNG US LLP,ASSURANCE SENIOR,certified,No,78750.00/Year,2016-06-29,2016-08-25,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=594431,,
184,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,108000.00/Year,2016-06-28,2016-06-30,"columbus,OH",https://h1bsalary.online//extended_lca_data.php?LCADataID=460129,,
141,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,120000.00/Year,2016-06-28,2016-06-23,"chicago,IL",https://h1bsalary.online//extended_lca_data.php?LCADataID=594074,,
142,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,120000.00/Year,2016-06-28,2016-06-23,"nashville,TN",https://h1bsalary.online//extended_lca_data.php?LCADataID=594087,,
347,ERNST AMP; YOUNG US LLP,ADVISORY STAFF,certified,No,72000.00/Year,2016-06-28,2016-06-29,"los angeles,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=594283,,
348,ERNST AMP; YOUNG US LLP,ADVISORY STAFF,certified,No,72000.00/Year,2016-06-28,2016-06-29,"san francisco,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=594317,,
368,ERNST AMP; YOUNG US LLP,ADVISORY STAFF,certified,No,70000.00/Year,2016-06-28,2016-06-28,"summit,NJ",https://h1bsalary.online//extended_lca_data.php?LCADataID=460116,,
369,ERNST AMP; YOUNG US LLP,ADVISORY STAFF,certified,No,70000.00/Year,2016-06-28,2016-06-28,"houston,TX",https://h1bsalary.online//extended_lca_data.php?LCADataID=460138,,
317,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,75500.00/Year,2016-06-27,2016-06-25,"baton rouge,LA",https://h1bsalary.online//extended_lca_data.php?LCADataID=593823,,
52,ERNST AMP; YOUNG US LLP,TAX MANAGER,certified,No,149350.00/Year,2016-06-27,2016-06-22,"rockaway,NJ",https://h1bsalary.online//extended_lca_data.php?LCADataID=460096,,
56,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,147000.00/Year,2016-06-27,2016-06-25,"houston,TX",https://h1bsalary.online//extended_lca_data.php?LCADataID=460079,,
186,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,106000.00/Year,2016-06-27,2016-06-21,"houston,TX",https://h1bsalary.online//extended_lca_data.php?LCADataID=460102,,
187,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,106000.00/Year,2016-06-27,2016-06-21,"nashville,TN",https://h1bsalary.online//extended_lca_data.php?LCADataID=460089,,
196,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,104177.00/Year,2016-06-27,2016-07-31,"san francisco,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=593930,,
288,ERNST AMP; YOUNG US LLP,ADVISORY STAFF,certified,No,80000.00/Year,2016-06-27,2016-06-21,"cincinnati,OH",https://h1bsalary.online//extended_lca_data.php?LCADataID=593836,,
289,ERNST AMP; YOUNG US LLP,ADVISORY STAFF,certified,No,80000.00/Year,2016-06-27,2016-06-21,"chicago,IL",https://h1bsalary.online//extended_lca_data.php?LCADataID=593901,,
59,ERNST AMP; YOUNG US LLP,ADVISORY MANAGER,certified,No,146663.00/Year,2016-06-23,2016-06-20,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=593018,,
60,ERNST AMP; YOUNG US LLP,ADVISORY MANAGER,certified,No,146663.00/Year,2016-06-23,2016-06-20,"charlotte,NC",https://h1bsalary.online//extended_lca_data.php?LCADataID=593100,,
34,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR MANAGER,certified,No,159600.00/Year,2016-06-21,2016-06-21,"nashville,TN",https://h1bsalary.online//extended_lca_data.php?LCADataID=459955,,
238,ERNST AMP; YOUNG US LLP,ADVISORY MANAGER,certified,No,94440.00/Year,2016-06-21,2016-06-21,"phoenix,AZ",https://h1bsalary.online//extended_lca_data.php?LCADataID=459957,,
240,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,92250.00/Year,2016-06-20,2016-06-14,"chicago,IL",https://h1bsalary.online//extended_lca_data.php?LCADataID=459897,,
61,ERNST AMP; YOUNG US LLP,ADVISORY MANAGER,certified,No,146663.00/Year,2016-06-17,2016-06-15,"tampa,FL",https://h1bsalary.online//extended_lca_data.php?LCADataID=459911,,
86,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,135000.00/Year,2016-06-17,2016-06-16,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=592074,,
77,ERNST AMP; YOUNG US LLP,ADVISORY MANAGER,certified,No,139500.00/Year,2016-06-16,2016-06-15,"los angeles,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=459876,,
323,ERNST AMP; YOUNG US LLP,ADVISORY STAFF,certified,Yes,75000.00/Year,2016-03-28,2016-07-21,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=526555,,
449,ERNST AMP; YOUNG US LLP,ADVISORY STAFF,certified,No,59000.00/Year,2016-03-08,2016-06-20,"milwaukee,WI",https://h1bsalary.online//extended_lca_data.php?LCADataID=450957,,
454,ERNST AMP; YOUNG US LLP,ASSURANCE - STAFF,denied,No,58000.00/Year,2016-03-07,2016-06-20,"mclean,VA",https://h1bsalary.online//extended_lca_data.php?LCADataID=475868,,
481,ERNST AMP; YOUNG US LLP,TAX STAFF,certified,Yes,54500.00/Year,2016-01-28,2016-06-10,"san antonio,TX",https://h1bsalary.online//extended_lca_data.php?LCADataID=451048,,
322,ERNST AMP; YOUNG US LLP,ADVISORY STAFF,certified,Yes,75000.00/Year,2016-01-28,2016-06-03,"los angeles,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=526681,,
367,ERNST AMP; YOUNG US LLP,ADVISORY STAFF,certified,Yes,70000.00/Year,2016-01-28,2016-06-11,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=451065,,
354,ERNST AMP; YOUNG US LLP,TAX SENIOR,certified,No,71600.00/Year,2016-01-28,2016-05-26,"houston,TX",https://h1bsalary.online//extended_lca_data.php?LCADataID=475985,,
251,ERNST AMP; YOUNG US LLP,ADVISORY MANAGER,certified,Yes,87400.00/Year,2016-01-28,2016-06-08,"memphis,TN",https://h1bsalary.online//extended_lca_data.php?LCADataID=451118,,
264,ERNST AMP; YOUNG US LLP,ADVISORY STAFF,certified,Yes,85000.00/Year,2016-01-28,2016-06-07,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=495987,,
203,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,Yes,100000.00/Year,2016-01-28,2016-06-11,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=526543,,
74,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,No,140000.00/Year,2016-01-27,2016-06-10,"san francisco,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=451049,,
106,ERNST AMP; YOUNG US LLP,ADVISORY SENIOR,certified,Yes,130000.00/Year,2016-01-27,2016-06-14,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=451039,,
344,ERNST AMP; YOUNG US LLP,ADVISORY STAFF,certified,No,72000.00/Year,2016-01-27,2016-06-18,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=526414,,
345,ERNST AMP; YOUNG US LLP,ADVISORY STAFF,certified,No,72000.00/Year,2016-01-27,2016-06-21,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=526423,,
314,ERNST AMP; YOUNG US LLP,ADVISORY STAFF,certified,No,76050.00/Year,2016-01-27,2016-06-17,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=451058,,
407,ERNST AMP; YOUNG US LLP,ADVISORY STAFF,certified,Yes,65000.00/Year,2016-01-27,2016-06-14,"dallas,TX",https://h1bsalary.online//extended_lca_data.php?LCADataID=451040,,
392,ERNST AMP; YOUNG US LLP,TAX STAFF,certified,Yes,68000.00/Year,2016-01-27,2016-06-04,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=451052,,
467,ERNST AMP; YOUNG US LLP,ASSURANCE STAFF,certified,Yes,57000.00/Year,2016-01-27,2016-06-14,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=475989,,
468,ERNST AMP; YOUNG US LLP,ASSURANCE STAFF,certified,No,57000.00/Year,2016-01-27,2016-05-27,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=475981,,
